Gene	TCGA-19-4065	GLSS-HF-B972	GLSS-19-0266	GLSS-MD-0023	GLSS-HF-6658	GLSS-CU-R019	GLSS-HF-2548	GLSS-HF-3050	GLSS-19-0268	GLSS-SM-R093	GLSS-19-0271	GLSS-CU-R004	GLSS-19-0273	GLSS-SM-R063	GLSS-CU-P102	GLSS-19-0270	GLSS-MD-LP04	GLSS-MD-0022	GLSS-19-0272	GLSS-SM-R103	GLSS-SM-R080	GLSS-SM-R066	GLSS-SM-R088	GLSS-MD-0035	TCGA-06-0125	GLSS-19-0274	GLSS-HF-57AE	GLSS-19-0267	GLSS-HF-EE74	GLSS-HF-6504	TCGA-06-0210	GLSS-19-0277	GLSS-SM-R060	GLSS-19-0276	GLSS-SM-R068	GLSS-19-0278	GLSS-19-0280	GLSS-HK-0003	GLSS-CU-P069	GLSS-HF-DF35	GLSS-CU-P055	GLSS-MD-0042	TCGA-14-1034	GLSS-CU-P003	GLSS-SM-R064	GLSS-SM-R083	TCGA-19-0957	GLSS-19-0275	GLSS-HK-0001	GLSS-19-0269	GLSS-CU-P046	GLSS-MD-0026	GLSS-SM-R065	GLSS-HF-9A7A
TFEB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tfTitle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
THAP11	-15.006271	-18.432936	-15.337455	-8.263262	-18.411085	-14.51201	-13.625811	-15.900951	-16.168112	-10.012112	-16.071545	-7.31087	-15.388531	-14.560805	-9.009183	-15.619634	-16.781298	-11.141731	-13.993569	-6.726541	-13.7773075	-6.3090816	-16.703335	-6.016141	-13.3230295	-14.810515	-18.95248	-15.525954	-14.211948	-18.768002	-17.1283	-17.079777	-9.45742	-15.350572	-9.859653	-14.74656	-17.60569	-13.37019	-14.244003	-18.463509	-15.996103	-12.764572	-15.157775	-18.822329	-7.763288	-12.166083	-13.275358	-14.311684	-17.438269	-17.800634	-15.387728	-13.051002	-8.401236	-16.076197
TLE3	-1.573803	-1.6843687	1.9024767	-2.5206482	-1.8007597	-1.8506353	-1.6364801	-3.1506212	1.974533	-1.8070203	2.1737401	-1.7417605	1.9607024	-3.4735947	-2.8003366	2.159401	-1.9025474	-2.707729	2.1062205	-1.224846	-3.4046183	3.340641	-1.5957799	-5.6350126	-3.041148	2.4580858	-2.321985	1.7352048	-1.5342413	-1.6915416	-2.3594413	2.3781393	-3.230356	2.2107346	2.8930378	2.1242619	2.2764046	-2.1667843	-2.7730646	-1.4232088	-3.266509	-3.683153	-3.2059171	-1.9321663	-2.027505	-2.7817433	1.8391495	1.9530755	-1.8360505	1.7770767	-2.365219	-3.0902488	-1.4723552	-1.7148056
TLX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TOP1	-7.172537	-7.0397696	-8.457385	-6.244667	-8.606846	-7.7658224	-7.2986674	-9.1913395	-7.082039	-6.091139	-6.6910872	-5.558203	-7.453525	-8.64755	-6.5440483	-6.7090325	-8.258404	-7.0411925	4.9424963	-3.7536416	-8.063027	6.03988	-8.917237	-5.2972345	-9.129824	-6.658144	-10.094524	-7.5592546	-7.5534077	-8.6425495	-9.600914	-6.884017	-7.4609523	-6.745149	-6.578534	-7.3602977	-9.165009	-7.0855904	-7.908391	-8.426691	-9.173814	-8.34336	-9.919669	-9.445241	-5.4267993	-6.6404214	-6.009111	-6.5296636	-9.580518	-7.109057	-8.86682	-9.531317	-4.6106353	-10.057132
TP53BP1	-17.957355	-18.124743	-18.165224	-11.798717	-20.673397	-18.11556	-16.645832	-18.45253	-14.9061365	-14.466763	-16.365763	-14.20766	-15.695509	-18.389631	-11.576443	-14.9228525	-17.788483	-16.7925	11.745454	-8.954672	-18.155958	-10.872033	-21.748966	-11.116058	-20.09694	-17.381653	-22.37634	-14.716786	-16.773006	-18.737825	-21.148924	-16.689922	-15.110324	-13.601643	-13.38473	-18.987099	-19.716291	-16.544043	-18.52387	-19.668344	-19.635517	-18.581238	-22.658195	-23.244963	-10.856966	-14.6958475	-16.298866	-13.279253	-18.571558	-16.764927	-18.900404	-18.065872	-9.7272215	-20.494146
TP53	-10.933878	-9.304533	13.374252	-11.046244	-11.983223	-11.586282	-11.153585	-11.091624	13.587425	-10.592312	13.9233265	-13.141701	14.050564	-11.88751	-9.965435	14.116262	-9.7451105	-12.488678	14.36531	-8.169926	-11.536061	-9.421743	-12.985782	-9.452987	-13.768944	14.137687	-13.732096	12.875665	-10.018339	-11.02832	-12.463981	14.091494	-11.582702	13.437525	12.188788	14.253699	14.450765	-9.542011	-11.0313	-10.967798	-12.456229	-11.730202	-14.426624	-13.969288	-7.5369515	9.088372	13.458181	14.516511	-11.705019	13.470893	-11.322574	-11.816647	-6.4474163	-12.580663
TP63	-10.511067	-7.9734316	12.367586	-10.411402	-12.361342	-10.323602	-9.8138075	-10.347982	12.792736	-9.667927	12.405051	-13.5495825	12.652542	-11.692469	-10.099536	12.785061	-9.669071	-11.501389	13.096303	-8.309178	-10.866569	-8.817204	-13.104774	-8.505878	-12.972089	12.627083	-11.906467	12.215178	-9.63455	-10.255491	-11.76468	12.759424	-10.666236	12.021177	11.541343	13.0198765	13.390617	-8.93587	-10.991918	-10.039966	-13.284787	-10.745522	-14.339914	-13.869312	-7.186362	8.398123	12.084945	13.253768	-10.647394	12.823893	-12.022829	-10.655133	-5.847888	-11.291458
TP73	-3.1507816	-2.3645017	-2.4195912	-2.7066145	-2.1348605	-3.2879603	-3.068911	-2.8633764	-2.2037005	-2.1104696	-2.380154	-3.86991	-2.5549803	-3.3262649	-3.0785673	2.4299667	-2.8629413	-2.3429987	2.3549163	-2.5447576	-2.6785877	-2.047447	-2.6067722	-3.3643532	-3.11004	2.2406986	-3.2567925	-2.8212273	-3.0953789	-2.982673	-2.4703176	2.2701166	-1.9821323	2.2386038	-2.605089	-2.3688767	-2.7461407	-2.063036	-2.5337198	-2.2032816	-3.3336742	-2.39101	-3.2814584	-2.4303417	-1.7376988	-1.742265	2.185795	2.374723	-2.4296532	2.0409448	-3.4976022	-2.279277	-1.9175375	-2.2832572
TRIM22	-5.9065614	-5.6109033	-5.8183947	-4.920069	-5.9573283	-5.772339	-6.581835	-5.64439	-5.20783	-4.935168	-5.316483	-5.735184	-5.971995	-5.255674	-5.3024797	-5.3435607	-5.1195273	-5.7047687	4.396156	-4.315238	-4.9848614	-4.697238	-6.1924644	-3.5661662	-6.6338925	-4.271831	-7.2597246	-4.4767885	-6.0576596	-6.101853	-5.725091	-5.049515	-4.3596506	-5.4206157	4.099239	-5.9080644	-5.9709115	-5.779832	-5.5370245	-5.7303395	-7.328797	-5.177673	-7.316096	-7.105196	-3.392645	-3.3733027	-4.5894814	-4.5719147	-6.2981553	-5.2446933	-6.6363807	-3.8918455	-4.0287166	-7.231647
TRIM24	-15.5251875	-15.924267	-14.930589	-12.406102	-18.851873	-14.943217	-14.820668	-16.305168	-11.945799	-13.136378	-12.771182	-14.331614	-12.885987	-17.26964	-12.375804	12.213455	-16.124697	-15.259712	12.509481	-9.27964	-15.730825	-10.605932	-18.050943	-9.755185	-17.074883	-12.861861	-18.609222	-12.084124	-14.694428	-17.318682	-17.214926	-12.549009	-12.969043	-12.598547	12.295162	-15.546444	-14.536633	-12.812064	-15.820437	-15.939653	-19.050297	-15.889513	-18.619534	-19.033571	-9.627029	-11.348213	-12.232784	12.312399	-16.14949	-13.15367	-16.031841	-15.278865	-8.698438	-17.995575
TRIM25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM28	-12.709864	-12.061059	-12.334824	-10.0161915	-15.135561	-12.004111	-11.831698	-14.101123	11.757417	-11.44338	11.850868	-13.88764	11.94131	-14.397595	-10.028469	12.632794	-12.70306	-13.986544	12.117221	-8.378435	-13.773264	-9.493553	-15.359693	-9.646832	-15.474482	11.858074	-15.111161	11.171563	-11.5434885	-13.595799	-14.716694	11.833341	-12.376108	11.3132	12.309662	12.3465805	12.404693	-10.140883	-12.643943	-13.071774	-16.439926	-13.452196	-16.206467	-15.809313	-8.705886	-9.753071	11.845386	12.4632	-13.717204	12.013607	-13.323519	-13.997222	-7.3373475	-13.527847
TRPS1	-8.305365	7.40888	13.768184	-7.8863397	-9.1286955	-7.324945	-6.9062533	-8.139443	13.81755	-8.834434	13.691913	-12.204269	13.785637	-9.033007	-7.1571226	13.951124	-6.594411	-9.447406	13.791684	-6.039661	-8.200923	-7.872758	-10.457796	-7.0320716	-10.949838	13.592266	-8.701925	13.307498	5.949004	-7.3441043	-9.524576	13.607761	-9.543078	12.949471	10.518397	13.941139	14.376912	-7.329792	-7.750992	-8.02555	-9.829304	-7.6508093	-11.037298	-10.431158	-6.498596	7.893914	13.208432	14.368428	-9.025058	13.267885	-8.89161	-8.53434	-4.291709	-9.240011
TSC22D4	-1.9048276	-2.3492768	1.7454073	-1.7888458	-1.9820879	-2.20711	-1.7360215	-2.2320979	-2.1718667	-1.1677884	-1.674818	-2.3982654	1.6426142	-1.995753	-2.27845	-1.6422244	-2.305019	-2.2099435	-1.8200986	-2.3020337	-2.6438897	-2.2689707	-1.2902137	1.202331	-1.6245114	1.4619526	-2.0789049	-2.4606907	-2.252021	-2.2190778	-1.7263018	1.4831455	-0.8814723	-2.323113	1.4212359	-1.7043127	-1.7555845	-1.3030379	-1.5732688	-1.6645757	-1.8125072	-2.0205376	-1.9629974	-1.5001161	1.1254835	0.86429447	-1.3026661	-1.8153939	-2.8146918	-1.3962198	-1.9810344	-1.7364019	-1.3384255	-2.3525252
TSHZ1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUBG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TWIST1	-4.888321	-5.1267276	-5.8473816	-4.9157877	-6.860007	-5.2795105	-4.616093	-5.2404027	-5.1119304	-4.253489	-4.5268636	-5.057126	-4.959452	-5.3048	-5.054348	-4.30787	-5.546785	-6.5661855	4.1471443	-3.2971942	-5.455678	-4.5438356	-7.222418	-5.429811	-6.599777	-4.9395714	-6.7224293	-4.805792	-4.602196	-6.291247	-5.9785275	3.9858258	-4.7068367	-4.3245425	4.3832026	-5.2168164	-5.430559	-5.3241916	-5.79615	-5.607941	-7.284245	-6.4183836	-7.957274	-6.5017023	-3.1926043	-3.9791975	-4.504527	4.097696	-4.84208	-4.33153	-5.592225	-4.5888424	-2.8478615	-6.307872
U2AF1	-5.855662	-5.2588496	-5.1770415	-3.680069	-4.969666	-5.459073	-5.14594	-4.870608	-5.187011	-3.9147854	-5.04501	-4.4918513	-4.348819	-4.4152293	-4.406992	-5.908791	-6.3722296	-4.578414	-4.1780205	-2.3741703	-4.5678434	-3.5084746	-6.184129	-2.0460892	-4.0622125	-4.422558	-5.874167	-5.0667844	-3.9522853	-5.439833	-5.4549236	-5.571374	-3.5780618	-5.1543994	-2.475403	-5.264486	-5.422147	-5.5117598	-4.965736	-4.993214	-5.1303334	-4.6713743	-6.263036	-6.684925	-2.62436	-3.0839205	-5.6070914	-4.664543	-5.5985613	-4.9504523	-5.3449383	-4.546611	-3.3420608	-5.112621
U2AF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBTF	-7.5410566	-8.303672	-9.439807	-6.5579934	-10.639945	-7.479838	-7.8927555	-9.361655	-6.898988	-6.636141	-8.017404	-7.1475005	-8.3984165	-9.496871	-6.861207	-7.829483	-8.995439	-8.395663	6.0872245	-4.631338	-9.068533	-5.2492046	-10.230722	-7.0529995	-10.278978	-6.9945865	-11.107675	-7.849639	-7.730112	-10.297699	-9.937587	-7.9387107	-8.150909	-7.1073923	-7.1629176	-9.656848	-9.132929	-8.467838	-10.34774	-8.640042	-10.699723	-9.7065525	-11.915285	-11.064369	-5.6112647	-6.8107767	-6.897378	-7.132548	-8.929283	-7.6107597	-9.57489	-9.650051	-4.7489953	-9.439004
USF1	-16.498734	-16.269772	-15.246609	-11.610955	-17.702072	-15.0873995	-15.133349	-16.965092	-13.3867035	-12.83236	-13.024306	-13.089091	-13.705385	-16.246147	-11.904766	-12.880719	-15.046098	-13.755333	11.215383	-8.921163	-14.952207	-9.85516	-17.990007	-8.731208	-16.957651	-13.367698	-19.295515	-12.490348	-14.261275	-16.816166	-17.66146	-14.162985	-12.470177	-13.23308	10.524998	-16.136179	-15.336267	-13.587565	-15.772643	-16.140923	-18.530294	-14.702976	-19.681105	-19.753735	-9.093627	-11.625558	-12.209175	-11.466424	-16.114176	-14.283354	-16.951805	-14.578291	-8.485783	-17.967426
USF2	-16.516056	-17.038298	-15.188266	-11.229552	-17.338976	-15.90455	-15.231574	-16.93015	-15.248888	-11.825732	-14.422101	-12.703399	-14.031666	-15.226755	-11.935624	-13.293406	-15.923361	-14.415432	-11.250235	-9.279755	-14.52379	-8.863929	-17.737831	-8.229194	-14.850417	-13.34858	-19.458765	-13.28486	-14.629924	-17.656925	-17.05339	-14.071768	-11.157951	-14.507152	-10.43506	-15.251929	-16.218119	-13.649828	-15.368165	-14.912073	-18.181318	-14.744536	-18.724163	-18.568033	-8.5869255	-11.140619	-12.0283785	-12.167001	-16.753958	-14.317401	-17.34667	-14.2601	-8.923206	-17.86787
USP7	-12.378641	-11.411471	-10.456423	-8.230396	-13.538603	-11.287954	-11.275306	-12.15654	-10.242282	-8.953722	-10.010472	-9.067238	-10.596147	-12.444453	-9.531596	-9.015011	-10.547106	-10.295262	-8.779635	-7.179737	-10.796301	-7.0973144	-12.842357	-6.421123	-11.989699	-8.799588	-13.226028	-9.506521	-11.480936	-12.84746	-12.364509	-10.363003	-8.897322	-9.911929	-8.213294	-11.570377	-11.266913	-10.164381	-11.885292	-11.724824	-13.334374	-11.1556015	-14.639763	-14.314745	-6.5794716	-6.8961616	-9.673909	-9.132141	-12.88001	-10.814259	-11.987381	-10.067727	-7.2214284	-12.889667
VDR	-16.1545	-16.12264	-14.74356	-11.701352	-16.601616	-15.113799	-15.215479	-16.194096	-13.66626	-11.526614	-13.636396	-12.049837	-14.133223	-15.696004	-12.376632	-12.017641	-16.098118	-13.831056	-11.848701	-9.179936	-14.276928	-8.949028	-15.444633	-8.198398	-15.370139	-12.198729	-18.535442	-13.407039	-14.600989	-18.035725	-16.5011	-13.154807	-11.414079	-14.208416	-10.661997	-14.316359	-14.74873	-12.734823	-14.840021	-14.421223	-16.601833	-14.998108	-17.505005	-17.153078	-8.072783	-9.114202	-11.597999	-13.435981	-16.23049	-13.860837	-16.35635	-13.080276	-9.69394	-16.658884
VEZF1	-9.752573	-10.907828	-9.800639	-5.813772	-10.224508	-9.075678	-9.168662	-9.852545	-9.887799	-7.011411	-9.189378	-6.7629294	-9.394149	-9.121771	-6.612397	-9.611182	-10.176741	-8.796915	-7.7197075	-5.366852	-9.323981	-4.7171817	-10.287281	-4.20227	-9.82509	-8.596177	-11.952142	-8.491613	-8.88757	-11.149554	-10.364058	-9.445059	-6.3228135	-9.673826	-5.846846	-9.449326	-10.084125	-8.467576	-9.242251	-10.144858	-9.907077	-8.032981	-11.2442465	-11.424425	-4.5153055	-6.92222	-8.5229025	-9.628838	-10.416751	-9.868911	-10.381032	-6.8444242	-5.902788	-10.2219
WDHD1	-1.0697274	-1.6831894	-1.9267188	-2.0890238	-2.0513625	-2.0962963	-1.3452598	-2.1489775	-2.0213385	-0.9288593	-2.2939756	-1.3787981	-2.30787	-1.2200353	-2.0430715	-1.9050232	-1.7742648	-1.5357935	0.5462561	-0.649519	-1.6042795	1.1936015	1.0217689	0.79039764	-1.3996496	-1.4587388	-1.3197598	-2.6344485	-2.4993978	-2.8156047	-1.6912152	-0.94322646	1.0369138	-1.6244513	-1.4028124	-1.3938186	-1.9961088	-1.8403068	-1.6231759	-1.2244741	-2.290762	1.2907728	-1.5765471	-1.9400369	0.9046742	-1.2256048	-1.2941259	-1.7246209	-2.553291	-2.0096323	-2.0221035	-1.1092387	1.0953894	-1.7697123
WDR5	-17.686493	-19.523346	-16.151793	-9.580103	-18.984226	-15.817028	-16.627237	-16.737844	-15.943429	-11.513184	-16.904423	-10.263573	-15.686733	-16.540203	-11.310652	-16.411352	-17.579908	-12.838912	-13.815525	-7.474581	-14.663336	-7.6811485	-18.380716	-7.4234943	-15.275045	-15.828367	-20.53825	-15.763882	-15.896259	-19.372408	-18.093605	-16.851778	-11.492612	-16.568098	-10.982179	-16.28424	-17.299889	-14.764895	-15.232425	-18.160538	-16.469116	-14.882289	-17.258135	-20.243355	-8.713481	-11.853514	-14.255823	-14.768879	-18.479385	-17.472765	-17.206371	-14.076682	-10.023265	-16.769125
WT1	-5.9135995	-4.9295125	-4.2462635	-5.0708466	-6.3207574	-4.637736	-4.3315573	-6.029783	4.121351	-4.3508215	3.8853471	-6.4849415	-4.9147196	-5.8499923	-4.299478	4.383832	-4.8312116	-5.824658	4.332714	-3.1501696	-6.998833	-4.459213	-6.0988445	-6.246617	-5.754605	-4.4383035	-6.413771	3.934904	-4.207183	-5.342865	-6.1850715	4.2433066	-5.186514	3.8302517	5.1092615	-4.9796066	-4.846416	-4.40273	-5.4059916	-6.151084	-6.049215	-7.1716332	-6.182917	-6.3362083	-4.042845	-5.0433483	-4.4278812	4.4505415	-5.53995	4.1418586	-5.5051036	-7.0999637	-3.135642	-6.701786
XBP1	-12.2408	-13.880323	-12.249542	-7.430636	-13.4083805	-11.573149	-10.372876	-13.927837	-11.96892	-7.8584986	-12.101339	-6.1982355	-12.116085	-11.195803	-8.585939	-11.713681	-13.396245	-10.675385	-9.79251	-4.9707737	-11.919946	5.4233284	-14.046643	-5.0967464	-11.678407	-11.446062	-15.689664	-11.921225	-12.319648	-15.217529	-13.871647	-12.310915	-7.9745502	-12.301151	-8.7189045	-12.573248	-13.917509	-10.70017	-11.5788965	-13.893022	-12.305674	-11.853395	-12.235281	-15.177265	-5.4296093	-9.615489	-11.031001	-11.647375	-14.220759	-12.469475	-13.198666	-12.292167	-6.529282	-13.579462
XRCC4	-10.2932	-13.191975	-11.016338	-6.1855397	-13.012934	-11.03197	-10.472132	-10.65573	-12.278616	-6.62265	-11.527824	-5.9241996	-11.832735	-10.091726	-7.0161877	-11.104211	-11.629273	-7.4232597	-9.815556	-4.6358876	-9.996564	-4.183426	-11.066439	-3.8407001	-10.926984	-11.194253	-14.281355	-12.130587	-11.603169	-13.634222	-12.456612	-11.657717	-7.258362	-10.174281	-7.596683	-11.033002	-12.78101	-9.327476	-10.363301	-12.906389	-11.2162285	-9.030469	-10.910359	-13.798794	-5.4223228	-8.262571	-9.909702	-10.262172	-13.08352	-11.9075985	-11.498329	-9.758034	-5.9649577	-11.986428
XRCC5	-9.317534	-10.193802	-9.090715	-6.766013	-10.742464	-9.002078	-9.074905	-10.759154	-8.595445	-6.7991724	-8.439749	-7.3086376	-8.5987425	-9.423298	-7.6097965	-8.51451	-8.827876	-8.068941	-6.9143414	-5.86002	-8.749747	-5.7674127	-10.621648	-5.3943286	-9.45491	-7.376975	-10.985148	-8.646691	-9.146248	-9.900306	-10.496156	-8.525465	-7.239951	-8.054812	-5.462757	-9.081187	-9.6267805	-8.29283	-9.1096735	-9.618017	-11.634415	-8.588037	-11.551293	-12.31541	-5.240692	-7.2730174	-8.024526	-7.3905196	-9.502313	-9.230794	-10.097581	-8.62851	-5.232076	-10.762259
XRN2	-2.7391713	-2.8543086	-2.3974795	-1.8832883	-2.855406	-2.7272272	-3.0812368	-2.8328822	-2.1498902	-1.9368383	-3.2226453	-2.5049324	-2.4114797	-2.7968535	-2.2516737	-3.2402334	-3.087385	-2.550122	-3.0528617	-1.583831	-2.4323723	-2.0239987	-2.7159529	2.462838	-2.6919901	-2.9682539	-3.598974	-2.4123852	-1.7914107	-3.008671	-2.6539207	-3.4197943	-2.1293492	-2.1221907	-1.9210032	-2.7727237	-3.6477568	-2.4686806	-3.374584	-2.5572226	-3.3927777	-1.6701965	-3.3606927	-3.2522504	-1.237907	-1.3596263	-3.6893973	-2.326517	-3.2004066	-2.507475	-2.6211421	-2.5674002	-1.5408819	-2.0437248
YAP1	-5.5616126	-5.657104	-5.774969	-4.080003	-6.2394934	-6.295803	-5.323347	-5.859475	-5.209182	-4.140496	-5.11425	-4.974423	-4.6408906	-5.987973	-4.1991825	-4.8501782	-5.428828	-5.0095	-4.5692973	-2.603143	-5.3138027	-2.634424	-6.921641	-3.0262735	-5.6827536	-5.4562516	-7.1734676	-5.660491	-5.796549	-7.3160725	-7.2046494	-5.480782	-4.6840496	-5.440647	-4.0902414	-5.645236	-6.2080417	-4.655044	-5.390627	-5.6992407	-5.5664983	-4.945813	-6.624444	-6.614554	-3.0028324	-3.8614318	-4.840398	-5.305347	-6.0331044	-5.673986	-6.2153416	-5.228261	-3.045716	-6.494571
YBX1	0.96671486	1.3370371	0.73240423	-1.328086	1.4585874	1.2051302	1.2505683	1.3923022	1.6241899	0.69721186	1.6412957	-0.691225	1.5604868	-1.0768923	1.2246668	1.2273518	1.7246976	0.6867686	1.9477643	-1.1101879	0.9355681	0.88213503	1.0321566	0.77589303	-1.4882138	1.0677844	1.953144	1.5327374	-0.7363724	0.91153705	1.2089355	1.0200619	1.0315143	0.81340533	1.4273095	0.8437145	0.9970409	1.1289432	-0.67871004	-0.5486616	0.77346677	0.95614713	0.83708084	1.5491321	1.3548789	1.5489926	0.64050144	0.9446904	1.7096322	0.80298775	1.2250793	1.3392295	1.1441714	-0.57508
YBX3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YY1	-11.0470705	-8.407058	14.1804285	-10.781744	-12.623633	-10.364397	-10.724189	-11.944329	14.357306	-11.07783	14.20854	-14.976782	14.198704	-12.27175	-9.349045	14.39956	-10.198958	-13.696881	14.931086	-8.521309	-12.134509	-10.213882	-14.028017	-9.490195	-14.6527	14.71889	-12.774345	13.705934	-9.8336	-10.506752	-12.63519	14.385247	-12.318111	13.889549	13.29419	14.985281	14.836396	-9.325898	-11.152672	-10.690126	-14.050041	-11.90322	-14.663516	-13.764792	-8.452844	10.044763	13.775179	15.0535965	-11.488621	14.385396	-11.967829	-12.404966	-5.890022	-12.515391
YY2	-11.2654915	-14.408818	-11.468653	-6.640162	-12.747264	-11.008285	-11.979253	-11.532539	-11.805191	-7.602589	-11.713745	-6.099627	-12.002147	-10.531486	-7.4512315	-12.671562	-12.306652	-8.562062	-11.579951	-5.1139607	-10.286097	-4.943273	-12.627295	-4.1994376	-9.724395	-11.470686	-15.230008	-10.986107	-10.674716	-13.740771	-13.205713	-13.832403	-7.1291256	-11.95982	-7.7659054	-11.992725	-13.106751	-11.73137	-10.692279	-13.872258	-11.829822	-9.844302	-11.731395	-14.041651	-5.9956226	-8.893156	-11.04075	-11.00943	-13.361552	-13.291333	-12.971821	-9.811554	-6.283402	-11.4716835
ZBED1	-3.8419163	-5.1517577	-4.301285	-2.9588177	-4.5709662	-4.888032	-4.400573	-5.0473	-4.6247344	-3.2047367	-4.725951	-3.0805342	-5.1524916	-4.473922	-3.7693205	-5.3268733	-5.9450774	-3.8086648	-4.3600535	-2.2257066	-3.362684	-1.4378647	-3.5792356	1.641897	-2.964146	-4.867377	-7.382649	-4.319273	-3.6783075	-6.0017886	-4.418107	-6.0500836	-2.6895564	-4.4426627	-3.4435077	-4.614123	-5.1612897	-4.310227	-4.4023848	-4.2720118	-5.094797	-4.2444544	-4.466989	-5.1971583	-2.162435	-2.3559198	-5.020138	-4.56333	-5.6798596	-4.030739	-4.726466	-4.1439304	-2.7476168	-5.0720196
ZBTB11	-14.355983	-17.539198	-14.506533	-8.859816	-16.24471	-13.61133	-13.922728	-15.056923	-14.206836	-9.326047	-14.527949	-7.7428274	-14.369992	-13.350734	-9.768453	-14.429246	-15.439193	-11.310965	-12.988134	-7.0960646	-13.276231	-6.3937325	-15.283396	-5.86548	-12.843426	-14.03064	-18.61081	-13.473322	-14.345848	-17.912796	-16.833843	-15.452767	-9.250388	-15.072381	-9.530585	-14.26977	-16.179361	-12.866342	-13.955436	-16.448378	-14.938008	-12.155836	-13.825411	-16.92587	-6.919262	-10.122339	-12.661708	-14.401602	-17.474064	-15.23469	-14.523224	-12.013344	-7.8597975	-15.518786
ZBTB12	-2.3051255	-2.5532303	-2.3586485	-1.6709437	-2.6143997	-3.4719338	-1.8367797	-2.5458128	-2.4759808	-2.252393	-2.886245	-2.5547287	-2.921754	-2.250911	-1.7707171	-2.588508	-2.7670248	-2.0488706	-2.1526086	-1.2564613	-2.8201308	-1.3011775	-2.8382354	-0.85521173	-2.078968	-2.428332	-2.8205884	-1.9095063	-2.395994	-3.0841377	-2.7357962	-2.4662747	-1.6191256	-2.5660193	-1.7784822	-2.3834455	-3.24416	-2.6084795	-2.8724773	-2.4669302	-3.4587786	-1.993733	-3.7865155	-3.1686575	-1.2081294	-2.0183263	-2.512921	-1.7446415	-2.170845	-2.226208	-2.7096274	-3.0483503	-1.0347635	-2.9907804
